BioSample,Location,Isolation source,Isolate,Collection date,MLST,SNP cluster,tdh,trh,Toxigenic
SAMN20352404,China: Shenzhen,patient,PDT001334020.1,23/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352405,China: Shenzhen,patient,PDT001333625.1,23/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352406,China: Shenzhen,patient,PDT001333614.1,23/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352407,China: Shenzhen,patient,PDT001333603.1,24/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352408,China: Shenzhen,patient,PDT001333559.1,25/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352409,China: Shenzhen,patient,PDT001333548.1,25/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352410,China: Shenzhen,patient,PDT001333536.1,25/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352411,China: Shenzhen,patient,PDT001333489.1,28/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352412,China: Shenzhen,patient,PDT001333478.1,28/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352413,China: Shenzhen,patient,PDT001333467.1,29/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352414,China: Shenzhen,patient,PDT001333355.1,29/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352415,China: Shenzhen,patient,PDT001333344.1,29/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352416,China: Shenzhen,patient,PDT001333333.1,29/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352417,China: Shenzhen,patient,PDT001333978.1,29/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352419,China: Shenzhen,patient,PDT001333956.1,30/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352420,China: Shenzhen,patient,PDT001333912.1,30/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352421,China: Shenzhen,patient,PDT001333901.1,30/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352422,China: Shenzhen,patient,PDT001333890.1,30/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352423,China: Shenzhen,patient,PDT001333774.1,31/8/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352425,China: Shenzhen,patient,PDT001333752.1,1/9/2012,189,PDS000046713.6,100.00;100.00,.,yes
SAMN20352426,China: Shenzhen,patient,PDT001333741.1,1/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352427,China: Shenzhen,patient,PDT001333730.1,1/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352428,China: Shenzhen,patient,PDT001333719.1,1/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352429,China: Shenzhen,patient,PDT001333708.1,1/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352430,China: Shenzhen,patient,PDT001334273.1,1/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352431,China: Shenzhen,patient,PDT001334262.1,1/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352433,China: Shenzhen,patient,PDT001334173.1,2/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352434,China: Shenzhen,patient,PDT001334162.1,2/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352435,China: Shenzhen,patient,PDT001334151.1,2/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352436,China: Shenzhen,patient,PDT001334105.1,3/9/2012,2516,PDS000112534.14,100.00;100.00,.,yes
SAMN20352437,China: Shenzhen,patient,PDT001334094.1,3/9/2012,2516,PDS000112534.14,100.00;100.00,.,yes
SAMN20352438,China: Shenzhen,patient,PDT001334083.1,3/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352439,China: Shenzhen,patient,PDT001334006.1,3/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352440,China: Shenzhen,patient,PDT001333982.1,3/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352441,China: Shenzhen,patient,PDT001333529.1,3/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352442,China: Shenzhen,patient,PDT001333527.1,4/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352444,China: Shenzhen,patient,PDT001333525.1,5/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352445,China: Shenzhen,patient,PDT001333524.1,5/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352446,China: Shenzhen,patient,PDT001333523.1,5/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352447,China: Shenzhen,patient,PDT001333522.1,6/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352448,China: Shenzhen,patient,PDT001333521.1,6/9/2012,3,PDS000080609.4,100.00;100.00,.,yes
SAMN20352450,China: Shenzhen,patient,PDT001333518.1,7/9/2012,527,PDS000112508.1,100.00;100.00,.,yes
SAMN20352451,China: Shenzhen,patient,PDT001333517.1,7/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352452,China: Shenzhen,patient,PDT001333516.1,7/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352453,China: Shenzhen,patient,PDT001333515.1,7/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352454,China: Shenzhen,patient,PDT001333514.1,8/9/2012,189,PDS000046713.6,100.00;100.00,.,yes
SAMN20352455,China: Shenzhen,patient,PDT001333513.1,8/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352456,China: Shenzhen,patient,PDT001333512.1,9/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352457,China: Shenzhen,patient,PDT001333511.1,9/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352458,China: Shenzhen,patient,PDT001333510.1,9/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352460,China: Shenzhen,patient,PDT001333507.1,12/9/2012,332,PDS000080502.5,100.00;100.00,.,yes
SAMN20352462,China: Shenzhen,patient,PDT001333505.1,13/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352463,China: Shenzhen,patient,PDT001333504.1,13/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352464,China: Shenzhen,patient,PDT001333503.1,14/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352465,China: Shenzhen,patient,PDT001333502.1,15/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352467,China: Shenzhen,patient,PDT001333500.1,16/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352468,China: Shenzhen,patient,PDT001333499.1,18/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352469,China: Shenzhen,patient,PDT001333498.1,19/9/2012,189,PDS000009659.3,100.00;100.00,.,yes
SAMN20352470,China: Shenzhen,patient,PDT001333496.1,19/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352471,China: Shenzhen,patient,PDT001333495.1,20/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352472,China: Shenzhen,patient,PDT001333494.1,24/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352474,China: Shenzhen,patient,PDT001333396.1,27/9/2012,189,PDS000009659.3,100.00;100.00,.,yes
SAMN20352475,China: Shenzhen,patient,PDT001333394.1,27/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352476,China: Shenzhen,patient,PDT001333393.1,27/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352478,China: Shenzhen,patient,PDT001333391.1,28/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352479,China: Shenzhen,patient,PDT001333390.1,29/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352480,China: Shenzhen,patient,PDT001333388.1,29/9/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352481,China: Shenzhen,patient,PDT001333387.1,2/10/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352483,China: Shenzhen,patient,PDT001333385.1,8/10/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352484,China: Shenzhen,patient,PDT001333384.1,9/10/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352485,China: Shenzhen,patient,PDT001333383.1,13/10/2012,189,PDS000046713.6,100.00;100.00,.,yes
SAMN20352486,China: Shenzhen,patient,PDT001333382.1,15/10/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352487,China: Shenzhen,patient,PDT001333381.1,18/10/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352488,China: Shenzhen,patient,PDT001333380.1,19/10/2012,332,PDS000020484.19,100.00;100.00,.,yes
SAMN20352489,China: Shenzhen,patient,PDT001333379.1,24/10/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352491,China: Shenzhen,patient,PDT001333376.1,1/11/2012,332,PDS000020484.19,100.00;100.00,.,yes
SAMN20352492,China: Shenzhen,patient,PDT001333375.1,3/11/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352493,China: Shenzhen,patient,PDT001333374.1,3/11/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352494,China: Shenzhen,patient,PDT001333373.1,6/11/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352495,China: Shenzhen,patient,PDT001333372.1,15/11/2012,332,PDS000080502.5,100.00;100.00,.,yes
SAMN20352500,China: Shenzhen,patient,PDT001333366.1,25/11/2012,332,PDS000080502.5,100.00;100.00,.,yes
SAMN20352501,China: Shenzhen,patient,PDT001333365.1,25/11/2012,332,PDS000080502.5,100.00;100.00,.,yes
SAMN20352502,China: Shenzhen,patient,PDT001333364.1,3/12/2012,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352503,China: Shenzhen,patient,PDT001333363.1,2013,2516,PDS000112534.14,100.00;100.00,.,yes
SAMN20352504,China: Shenzhen,patient,PDT001333362.1,2013,2516,PDS000112534.14,100.00;100.00,.,yes
SAMN20352505,China: Shenzhen,patient,PDT001333361.1,2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352507,China: Shenzhen,patient,PDT001333883.1,2013,332,PDS000080502.5,100.00;100.00,.,yes
SAMN20352509,China: Shenzhen,patient,PDT001333881.1,2013,3,PDS000112567.2,100.00;100.00,.,yes
SAMN20352510,China: Shenzhen,patient,PDT001333879.1,2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352511,China: Shenzhen,patient,PDT001333878.1,2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352512,China: Shenzhen,patient,PDT001333877.1,2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352513,China: Shenzhen,patient,PDT001333876.1,2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352515,China: Shenzhen,patient,PDT001333874.1,13/2/2013,216,PDS000080531.4,100.00;100.00,.,yes
SAMN20352516,China: Shenzhen,patient,PDT001333873.1,19/2/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352517,China: Shenzhen,patient,PDT001333872.1,19/2/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352519,China: Shenzhen,patient,PDT001333870.1,20/3/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352522,China: Shenzhen,patient,PDT001333866.1,18/4/2013,189,PDS000046713.6,100.00;100.00,.,yes
SAMN20352523,China: Shenzhen,patient,PDT001333865.1,24/4/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352540,China: Shenzhen,patient,PDT001333810.1,17/5/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352552,China: Shenzhen,patient,PDT001333797.1,1/6/2013,189,PDS000046714.3,100.00;100.00,.,yes
SAMN20352553,China: Shenzhen,patient,PDT001333796.1,2/6/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352554,China: Shenzhen,patient,PDT001333795.1,2/6/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352556,China: Shenzhen,patient,PDT001333793.1,7/6/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352557,China: Shenzhen,patient,PDT001333792.1,9/6/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352558,China: Shenzhen,patient,PDT001333791.1,11/6/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352559,China: Shenzhen,patient,PDT001333790.1,13/6/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352561,China: Shenzhen,patient,PDT001333787.1,13/6/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352562,China: Shenzhen,patient,PDT001333786.1,14/6/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352563,China: Shenzhen,patient,PDT001333785.1,17/6/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352564,China: Shenzhen,patient,PDT001333784.1,17/6/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352565,China: Shenzhen,patient,PDT001333783.1,22/6/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352566,China: Shenzhen,patient,PDT001333782.1,23/6/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352568,China: Shenzhen,patient,PDT001333780.1,25/6/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352569,China: Shenzhen,patient,PDT001333779.1,29/6/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352583,China: Shenzhen,patient,PDT001334303.1,4/7/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352584,China: Shenzhen,patient,PDT001334302.1,5/7/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352585,China: Shenzhen,patient,PDT001334301.1,5/7/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352586,China: Shenzhen,patient,PDT001334300.1,5/7/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352587,China: Shenzhen,patient,PDT001334299.1,5/7/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352588,China: Shenzhen,patient,PDT001334298.1,8/7/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352589,China: Shenzhen,patient,PDT001334297.1,8/7/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352590,China: Shenzhen,patient,PDT001334295.1,8/7/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352591,China: Shenzhen,patient,PDT001334294.1,17/7/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352592,China: Shenzhen,patient,PDT001334293.1,17/7/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352593,China: Shenzhen,patient,PDT001334292.1,22/7/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352613,China: Shenzhen,patient,PDT001334201.1,27/7/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352614,China: Shenzhen,patient,PDT001334200.1,28/7/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352615,China: Shenzhen,patient,PDT001334199.1,29/7/2013,3,PDS000112567.2,100.00;100.00,.,yes
SAMN20352620,China: Shenzhen,patient,PDT001334193.1,2/8/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352621,China: Shenzhen,patient,PDT001334192.1,5/8/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352622,China: Shenzhen,patient,PDT001334191.1,9/8/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352623,China: Shenzhen,patient,PDT001334190.1,12/8/2013,2516,PDS000112534.14,100.00;100.00,.,yes
SAMN20352624,China: Shenzhen,patient,PDT001334189.1,13/8/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352628,China: Shenzhen,patient,PDT001334185.1,15/8/2013,2516,PDS000112534.14,100.00;100.00,.,yes
SAMN20352629,China: Shenzhen,patient,PDT001334184.1,17/8/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352645,China: Shenzhen,patient,PDT001334059.1,25/8/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352646,China: Shenzhen,patient,PDT001334058.1,30/8/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352647,China: Shenzhen,patient,PDT001334057.1,3/9/2013,332,PDS000020484.19,100.00;100.00,.,yes
SAMN20352654,China: Shenzhen,patient,PDT001334049.1,6/9/2013,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352655,China: Shenzhen,patient,PDT001334048.1,8/9/2013,332,PDS000080502.5,100.00;100.00,.,yes
SAMN20352707,China: Shenzhen,patient,PDT001333575.1,2014,332,PDS000020484.19,100.00;100.00,.,yes
SAMN20352709,China: Shenzhen,patient,PDT001333573.1,2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352710,China: Shenzhen,patient,PDT001333571.1,2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352711,China: Shenzhen,patient,PDT001333570.1,2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352712,China: Shenzhen,patient,PDT001333569.1,2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352713,China: Shenzhen,patient,PDT001333568.1,2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352714,China: Shenzhen,patient,PDT001333567.1,2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352715,China: Shenzhen,patient,PDT001333566.1,2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352730,China: Shenzhen,patient,PDT001333448.1,29/4/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352803,China: Shenzhen,patient,PDT001333921.1,14/6/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352804,China: Shenzhen,patient,PDT001333920.1,27/6/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352806,China: Shenzhen,patient,PDT001333918.1,29/6/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352809,China: Shenzhen,patient,PDT001333846.1,29/6/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352810,China: Shenzhen,patient,PDT001333844.1,29/6/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352811,China: Shenzhen,patient,PDT001333843.1,29/6/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352812,China: Shenzhen,patient,PDT001333842.1,29/6/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352813,China: Shenzhen,patient,PDT001333841.1,29/6/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352814,China: Shenzhen,patient,PDT001333840.1,29/6/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352815,China: Shenzhen,patient,PDT001333839.1,29/6/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352816,China: Shenzhen,patient,PDT001333838.1,29/6/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352817,China: Shenzhen,patient,PDT001333837.1,1/7/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352818,China: Shenzhen,patient,PDT001333836.1,3/7/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352819,China: Shenzhen,patient,PDT001333835.1,4/7/2014,3,,100.00;100.00,.,yes
SAMN20352820,China: Shenzhen,patient,PDT001333833.1,4/7/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352821,China: Shenzhen,patient,PDT001333832.1,4/7/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352822,China: Shenzhen,patient,PDT001333831.1,7/7/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352881,China: Shenzhen,Environment,PDT001333659.1,8/7/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352882,China: Shenzhen,patient,PDT001333658.1,9/7/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352883,China: Shenzhen,patient,PDT001333657.1,9/7/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352884,China: Shenzhen,patient,PDT001333656.1,10/7/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352885,China: Shenzhen,patient,PDT001333655.1,13/7/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352886,China: Shenzhen,patient,PDT001333654.1,14/7/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352887,China: Shenzhen,patient,PDT001333653.1,17/7/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352889,China: Shenzhen,patient,PDT001333651.1,24/7/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352890,China: Shenzhen,patient,PDT001333649.1,24/7/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352897,China: Shenzhen,patient,PDT001334318.1,24/7/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352898,China: Shenzhen,patient,PDT001334249.1,24/7/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352899,China: Shenzhen,patient,PDT001334248.1,26/7/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352902,China: Shenzhen,patient,PDT001334244.1,29/7/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352903,China: Shenzhen,patient,PDT001334243.1,31/7/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352904,China: Shenzhen,patient,PDT001334242.1,31/7/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352905,China: Shenzhen,patient,PDT001334241.1,31/7/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352914,China: Shenzhen,patient,PDT001334231.1,13/8/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352915,China: Shenzhen,patient,PDT001334230.1,14/8/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352916,China: Shenzhen,patient,PDT001334229.1,15/8/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352917,China: Shenzhen,patient,PDT001334228.1,15/8/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352918,China: Shenzhen,patient,PDT001334227.1,16/8/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352919,China: Shenzhen,patient,PDT001334226.1,18/8/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352920,China: Shenzhen,patient,PDT001334224.1,23/8/2014,189,PDS000046713.6,100.00;100.00,.,yes
SAMN20352921,China: Shenzhen,patient,PDT001334223.1,24/8/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352924,China: Shenzhen,patient,PDT001334220.1,28/8/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352925,China: Shenzhen,patient,PDT001334219.1,2014-09,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352926,China: Shenzhen,patient,PDT001334218.1,2014-09,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352927,China: Shenzhen,patient,PDT001334217.1,2014-09,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352928,China: Shenzhen,patient,PDT001334216.1,2014-09,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352935,China: Shenzhen,patient,PDT001334140.1,9/9/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352936,China: Shenzhen,patient,PDT001334139.1,11/9/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352937,China: Shenzhen,patient,PDT001334138.1,15/9/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352938,China: Shenzhen,patient,PDT001334137.1,21/9/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352939,China: Shenzhen,patient,PDT001334136.1,25/9/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352940,China: Shenzhen,patient,PDT001334133.1,26/9/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352944,China: Shenzhen,patient,PDT001334129.1,2/10/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352945,China: Shenzhen,patient,PDT001334128.1,7/10/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352946,China: Shenzhen,patient,PDT001334127.1,10/10/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352947,China: Shenzhen,patient,PDT001334126.1,10/10/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352948,China: Shenzhen,patient,PDT001334125.1,10/10/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352949,China: Shenzhen,patient,PDT001334124.1,10/10/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352950,China: Shenzhen,patient,PDT001334122.1,10/10/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352951,China: Shenzhen,patient,PDT001334121.1,10/10/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20352952,China: Shenzhen,patient,PDT001334120.1,10/10/2014,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20353006,China: Shenzhen,patient,PDT001333607.1,2015,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20353007,China: Shenzhen,patient,PDT001333606.1,2015,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20353020,China: Shenzhen,patient,PDT001333558.1,2015,332,PDS000020484.19,100.00;100.00,.,yes
SAMN20353026,China: Shenzhen,patient,PDT001333552.1,2015,3,PDS000112564.72,100.00;100.00,.,yes
SAMN20353027,China: Shenzhen,patient,PDT001333551.1,2015,3,PDS000112564.72,100.00;100.00,.,yes
